t,G(t)
0.0,86.261485427717
0.5,174.73288204087723
0.75,219.1734016690162
1.0,253.0741418640683
1.5,290.16044165830806
2.0,283.72735296042526
2.5,241.37453716146504
3.0,185.14288824439885
4.0,77.75225118339033
6.0,46.05315554077474
