t,G(t)
0.0,89.64555589543538
0.5,198.17511630803787
0.75,266.3103662476188
1.0,336.8515853203411
1.5,473.0604244008616
2.0,587.3274615018213
2.5,672.5222628401399
3.0,725.5943972599295
4.0,737.222424201143
6.0,482.2766211719472
