t,G(t)
0.0,88.16129841450719
0.5,183.27783558583877
0.75,232.49097994363672
1.0,270.3773666751309
1.5,307.62895707903294
2.0,294.63034793469495
2.5,245.5061364904134
3.0,179.21084851182528
4.0,65.88355503545417
6.0,52.03946105231992
