t,G(t)
0.0,95.54144742611969
0.5,146.31408255712037
0.75,158.04800775451602
1.0,161.8998841547781
1.5,160.49910954937988
2.0,149.30819133025923
2.5,136.00015996069894
3.0,122.36671115321226
4.0,106.21997181406502
6.0,96.45591219864912
