t,G(t)
0.0,111.85838882956338
0.5,200.73253633451202
0.75,245.39710106024765
1.0,289.04336842817315
1.5,357.45619064083667
2.0,404.86582768846466
2.5,424.2412300065252
3.0,424.0335380806109
4.0,374.26203876180153
6.0,204.05719317432715
