t,G(t)
0.0,111.04886189388407
0.5,195.31228870748976
0.75,229.3637473217299
1.0,257.2655071221465
1.5,282.0404498982245
2.0,276.23465618002336
2.5,249.41898696648732
3.0,212.53051695388942
4.0,142.22250627144442
6.0,91.46285687019011
