t,G(t)
0.0,114.04454542195887
0.5,195.14002337126226
0.75,220.50556657503813
1.0,233.9225085067895
1.5,222.52291076344284
2.0,184.16886705469247
2.5,140.68976546976086
3.0,111.542611169546
4.0,97.58292163237235
6.0,119.1214480186126
