t,G(t)
0.0,90.97520115519364
0.5,172.46985843533128
0.75,209.91502717905135
1.0,245.31018558306334
1.5,299.000269310039
2.0,327.2441351206151
2.5,337.0693592551653
3.0,327.57109795385963
4.0,281.73700608516435
6.0,164.6011756373743
