t,G(t)
0.0,93.93260299445672
0.5,153.798460720496
0.75,172.68256625615743
1.0,188.45801962959573
1.5,200.6264693319037
2.0,201.2583435338811
2.5,191.4629261014154
3.0,179.89555097393685
4.0,155.42179136676756
6.0,117.5120990143975
