t,G(t)
0.0,103.2589807640246
0.5,202.11817023107858
0.75,251.0426174025982
1.0,294.77957388037674
1.5,344.65366499007297
2.0,348.5484286213472
2.5,314.3874697906443
3.0,254.61540339292043
4.0,125.9207267175798
6.0,38.80178615314939
