t,G(t)
0.0,117.76475086305754
0.5,173.61790139646507
0.75,188.37390098995428
1.0,196.06185260527565
1.5,198.27264226127315
2.0,190.8807224051712
2.5,179.75469211242023
3.0,167.31069313637144
4.0,146.04800273904675
6.0,126.44496814627155
