t,G(t)
0.0,115.15174548827353
0.5,168.68118346541905
0.75,182.31974414543473
1.0,188.71379861569824
1.5,185.6210910144457
2.0,174.02182952761007
2.5,159.6968058506177
3.0,148.18134545640027
4.0,129.97290774104505
6.0,115.9484220792981
