t,G(t)
0.0,99.64883240266141
0.5,163.91259991442197
0.75,186.5186170195138
1.0,202.8313175825082
1.5,208.45659751059634
2.0,196.43579250766902
2.5,174.19075267450563
3.0,149.48006243927884
4.0,114.2406980268506
6.0,95.1348783842101
