t,G(t)
0.0,108.82159973432148
0.5,193.98655207922516
0.75,232.84923951100552
1.0,265.4598482351299
1.5,301.84553953486767
2.0,306.2235562315588
2.5,286.9517045432639
3.0,252.131553709755
4.0,173.4687305909904
6.0,88.804740185298
