t,G(t)
0.0,97.01648811615492
0.5,166.45369680794013
0.75,194.6914693016363
1.0,214.84392519129747
1.5,238.87436399869782
2.0,246.35724188733369
2.5,241.1322485198582
3.0,229.29483779301597
4.0,196.1149814836637
6.0,142.1364899254312
