t,G(t)
0.0,113.34155435143056
0.5,204.60502304367895
0.75,246.16371439076954
1.0,279.3595290175162
1.5,314.72436766074003
2.0,310.7441951586552
2.5,278.6877080877589
3.0,231.29660781538368
4.0,137.2384030954016
6.0,75.56134067294722
