t,G(t)
0.0,94.96421154520023
0.5,194.01328807962622
0.75,237.74360385057838
1.0,264.35070568097916
1.5,257.08608518111055
2.0,188.73269240991343
2.5,105.87873712789688
3.0,49.531209623151845
4.0,52.68511225587962
6.0,113.95782323577795
