t,G(t)
0.0,99.5631487042631
0.5,190.43616922397436
0.75,238.7182807303683
1.0,283.3050482349518
1.5,356.88496999917425
2.0,405.42650194372004
2.5,424.7919446744384
3.0,420.0904403917277
4.0,365.3159154671708
6.0,196.39061815099595
