t,G(t)
0.0,116.8727075786272
0.5,205.57409270843658
0.75,250.01599836595884
1.0,291.27738993433843
1.5,357.54276393541505
2.0,401.0578493616087
2.5,418.4498114734494
3.0,414.60886008597754
4.0,362.869726910767
6.0,201.05513732036826
