t,G(t)
0.0,108.74896703065893
0.5,193.70928620749032
0.75,236.17604057825397
1.0,270.17754358132436
1.5,302.9926581674759
2.0,291.60887717437095
2.5,247.9056926502959
3.0,185.82024362071593
4.0,78.55682151467411
6.0,71.65172723172755
