t,G(t)
0.0,110.31530490460274
0.5,260.89020312681845
0.75,325.6416324823047
1.0,337.49022825481995
1.5,199.9407148279524
2.0,6.6282308221142205
2.5,-30.921427597155397
3.0,105.82300435306556
4.0,200.01788125681273
6.0,169.49672467920058
