t,G(t)
0.0,106.60622862148153
0.5,209.66327337709342
0.75,268.75785821786343
1.0,324.5975368308619
1.5,417.7353842210623
2.0,474.8347446303413
2.5,489.0015208467691
3.0,466.3241480214368
4.0,338.339043979645
6.0,18.854106253915504
