t,G(t)
0.0,93.63978238481715
0.5,157.28515283056174
0.75,179.55400094893875
1.0,196.50930911966142
1.5,215.03373992659502
2.0,218.24854146739676
2.5,211.53327434899717
3.0,199.31049717934195
4.0,172.88210899560275
6.0,127.57582787234104
