t,G(t)
0.0,110.7807733849007
0.5,178.7194092241589
0.75,202.94686610462335
1.0,219.07041567041122
1.5,227.14971877922397
2.0,212.78191776815802
2.5,187.01710168572947
3.0,162.02738754795737
4.0,121.28975119072531
6.0,103.43400985225217
