t,G(t)
0.0,103.19809097419011
0.5,174.0920822693128
0.75,200.1962890880161
1.0,219.11853908741801
1.5,236.67203203270995
2.0,233.92935194515096
2.5,219.51780498905876
3.0,199.05578725653112
4.0,155.31534832585632
6.0,108.63716068526597
