t,G(t)
0.0,101.31465467125084
0.5,198.0802305676949
0.75,231.98289899205517
1.0,243.24650368799433
1.5,209.73407109622252
2.0,141.33777824883347
2.5,88.81822211384637
3.0,71.82358183228938
4.0,97.34988330023296
6.0,101.18295578113326
