t,G(t)
0.0,94.05152501069004
0.5,173.9486612627682
0.75,198.89576568612355
1.0,206.35924969837632
1.5,188.51343699557535
2.0,150.13500481506674
2.5,115.23181692769208
3.0,92.59738131853149
4.0,85.55308500779155
6.0,95.32620036145173
