t,G(t)
0.0,110.63743158080399
0.5,231.66066766107167
0.75,307.6402074571663
1.0,380.7734789469977
1.5,485.07559419386587
2.0,506.22536694704127
2.5,442.4187999623953
3.0,312.1526367517664
4.0,-1.9300412624691994
6.0,-68.13854052843018
