t,G(t)
0.0,104.59920825070807
0.5,253.663842754489
0.75,332.8348989101218
1.0,383.3253970280298
1.5,348.69130524070454
2.0,177.51586378724554
2.5,-7.294516223487426
3.0,-81.61438652460112
4.0,122.7074723121628
6.0,48.55710147573739
