t,G(t)
0.0,114.01171104792479
0.5,179.45790838191746
0.75,200.2393750512239
1.0,214.89158735017838
1.5,226.64363335726654
2.0,223.37729891931477
2.5,210.6969040670426
3.0,196.08935928917327
4.0,165.3677469093427
6.0,129.91858689397503
