t,G(t)
0.0,86.43486512195895
0.5,142.16582196739103
0.75,153.42315593480333
1.0,159.71385421055788
1.5,157.32508110310857
2.0,148.7494611649966
2.5,135.99178237450275
3.0,123.53729364856349
4.0,104.55845244506138
6.0,90.39358464606394
