t,G(t)
0.0,100.40764322991696
0.5,175.2448198136252
0.75,203.31509371175898
1.0,226.22902663889653
1.5,252.73626703350544
2.0,257.36884865217417
2.5,248.29743486096518
3.0,229.12633664058762
4.0,188.0413770803835
6.0,124.44408480143423
