t,G(t)
0.0,120.48581183189117
0.5,191.35865804848623
0.75,217.77077410742916
1.0,235.64724223994642
1.5,246.23139696566764
2.0,233.19371939844405
2.5,206.0384038820737
3.0,177.95672749148451
4.0,132.47639917578678
6.0,111.76708112280548
