t,G(t)
0.0,107.37284140388239
0.5,182.59167287646702
0.75,216.78256057201926
1.0,247.3051961390725
1.5,289.2680658478734
2.0,312.5114469723988
2.5,317.3580146998397
3.0,311.64038536075043
4.0,280.8004210539108
6.0,204.6293613415355
