t,G(t)
0.0,88.78525334279392
0.5,135.8193578524163
0.75,147.1959370561425
1.0,150.46965528748467
1.5,147.30566836052398
2.0,138.11649007848968
2.5,126.82425887791916
3.0,118.18979653243473
4.0,102.11819492299003
6.0,91.07723746003393
