t,G(t)
0.0,103.75806792048776
0.5,174.39167714272165
0.75,204.8107042609482
1.0,227.4631092850048
1.5,254.88448811897632
2.0,259.72854811410593
2.5,249.30840659215897
3.0,229.30474443603526
4.0,181.05643765462622
6.0,113.93878237537311
